trial,initial_funds,small,large,date,small_sma,large_sma,a1_name,a1_funds,a1_bitcoins,a1_worth,a2_name,a2_funds,a2_bitcoins,a2_worth
13,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.89,1146.54,Random,74.21,0.81,1108.82
13,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.89,1186.11,Random,74.21,0.81,1144.52
13,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.89,1177.96,Random,74.21,0.81,1137.17
14,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,0.00,0.96,1000.00,Random,796.37,0.20,1000.00
14,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.96,1040.69,Random,796.37,0.20,1008.29
14,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,0.00,0.96,1050.10,Random,796.37,0.20,1010.20
14,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,0.00,0.96,1059.03,Random,796.37,0.20,1012.02
14,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.96,1106.12,Random,796.37,0.20,1021.61
14,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.96,1102.38,Random,196.46,0.72,1020.85
14,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.96,1093.95,Random,32.99,0.86,1014.54
14,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,1147.53,0.00,1147.53,Random,509.50,0.46,1062.62
14,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,1147.53,0.00,1147.53,Random,509.50,0.46,1063.75
14,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,1147.53,0.00,1147.53,Random,1049.04,0.01,1059.94
14,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.95,1147.53,Random,186.13,0.72,1060.17
14,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.95,1150.65,Random,186.13,0.72,1062.55
14,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.95,1161.49,Random,98.38,0.79,1070.80
14,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,0.00,0.95,1153.65,Random,98.38,0.79,1064.24
14,1000.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,0.00,0.95,1117.64,Random,98.38,0.79,1034.09
14,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,1122.29,0.00,1122.29,Random,124.16,0.77,1037.99
14,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,1122.29,0.00,1122.29,Random,124.16,0.77,1035.87
14,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,1122.29,0.00,1122.29,Random,501.19,0.45,1039.03
14,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,1122.29,0.00,1122.29,Random,501.19,0.45,1047.63
14,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.92,1122.29,Random,163.09,0.73,1053.92
14,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.92,1130.91,Random,163.09,0.73,1060.76
14,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,1157.14,0.00,1157.14,Random,215.01,0.69,1081.58
14,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,1157.14,0.00,1157.14,Random,775.68,0.24,1082.78
14,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,1157.14,0.00,1157.14,Random,775.68,0.24,1079.66
14,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,1157.14,0.00,1157.14,Random,775.68,0.24,1080.60
14,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,1157.14,0.00,1157.14,Random,775.68,0.24,1080.63
14,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.92,1157.14,Random,694.99,0.31,1084.34
14,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.92,1176.65,Random,694.99,0.31,1090.91
14,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.92,1217.26,Random,694.99,0.31,1104.57
14,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.92,1208.89,Random,694.99,0.31,1101.76
15,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
15,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,0.00,0.84,1000.00,Random,474.03,0.44,1000.00
15,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.84,993.13,Random,199.19,0.67,996.39
15,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,1014.28,0.00,1014.28,Random,213.54,0.66,1013.36
15,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,1014.28,0.00,1014.28,Random,213.54,0.66,1015.53
15,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,1014.28,0.00,1014.28,Random,213.54,0.66,1023.09
15,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,1014.28,0.00,1014.28,Random,213.54,0.66,1017.63
15,1000.00,50,200,2017-04-13,1239.175737,1239.175738,Greedy,0.00,0.86,1014.28,Random,73.65,0.78,992.53
15,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.86,1018.50,Random,73.65,0.78,996.35
15,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.86,1016.14,Random,73.65,0.78,994.22
15,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.86,1019.66,Random,73.65,0.78,997.40
15,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.86,1035.97,Random,73.65,0.78,1012.17
15,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1022.98
15,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1029.21
15,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1048.17
15,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1049.33
15,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1040.83
15,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1043.39
15,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,1047.90,0.00,1047.90,Random,211.74,0.67,1043.46
15,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,1047.90,0.00,1047.90,Random,990.85,0.05,1053.60
15,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,1047.90,0.00,1047.90,Random,990.85,0.05,1054.66
15,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,1047.90,0.00,1047.90,Random,990.85,0.05,1056.86
15,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,1047.90,0.00,1047.90,Random,990.85,0.05,1056.41
16,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,0.00,0.96,1000.00,Random,631.16,0.36,1000.00
16,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.96,1040.69,Random,105.68,0.84,1015.01
16,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,0.00,0.96,1050.10,Random,96.97,0.85,1023.23
16,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,0.00,0.96,1059.03,Random,96.97,0.85,1031.11
16,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.96,1106.12,Random,63.26,0.88,1072.64
16,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,1102.38,0.00,1102.38,Random,614.36,0.40,1069.23
16,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,1102.38,0.00,1102.38,Random,675.59,0.34,1065.75
16,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,1102.38,0.00,1102.38,Random,675.59,0.34,1084.86
16,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,1102.38,0.00,1102.38,Random,1083.17,0.00,1085.69
16,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.93,1102.38,Random,243.27,0.71,1085.67
16,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.93,1125.85,Random,243.27,0.71,1103.61
16,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,1128.91,0.00,1128.91,Random,362.82,0.61,1105.95
16,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,1128.91,0.00,1128.91,Random,362.82,0.61,1112.95
16,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,1128.91,0.00,1128.91,Random,465.18,0.53,1107.89
16,1000.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,1128.91,0.00,1128.91,Random,465.18,0.53,1087.83
16,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,1128.91,0.00,1128.91,Random,465.18,0.53,1090.42
16,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,1128.91,0.00,1128.91,Random,465.18,0.53,1088.97
16,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.95,1128.91,Random,309.01,0.66,1091.13
16,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,1146.96,0.00,1146.96,Random,367.55,0.61,1103.64
16,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,1146.96,0.00,1146.96,Random,367.55,0.61,1112.11
16,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,1146.96,0.00,1146.96,Random,367.55,0.61,1117.83
16,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,1146.96,0.00,1146.96,Random,367.55,0.61,1135.23
16,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1136.29
16,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1129.84
16,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1131.78
16,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1131.84
16,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1139.53
16,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1150.30
16,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1172.72
16,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,1146.96,0.00,1146.96,Random,500.78,0.51,1168.10
17,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,0.00,0.96,1000.00,Random,470.35,0.51,1000.00
17,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,1040.69,0.00,1040.69,Random,768.30,0.23,1021.55
17,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,1040.69,0.00,1040.69,Random,768.30,0.23,1023.84
17,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,1040.69,0.00,1040.69,Random,768.30,0.23,1026.02
17,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,1040.69,0.00,1040.69,Random,768.30,0.23,1037.47
17,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,1040.69,0.00,1040.69,Random,768.30,0.23,1036.56
17,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.92,1040.69,Random,595.87,0.39,1034.51
17,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,0.00,0.92,1091.67,Random,239.88,0.69,1056.00
17,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,1093.89,0.00,1093.89,Random,833.47,0.19,1057.66
17,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,1093.89,0.00,1093.89,Random,833.47,0.19,1056.12
17,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.90,1093.89,Random,287.79,0.64,1060.86
17,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.90,1096.86,Random,287.79,0.64,1062.96
17,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,1107.19,0.00,1107.19,Random,349.53,0.59,1070.26
17,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,1107.19,0.00,1107.19,Random,349.53,0.59,1065.40
17,1000.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,1107.19,0.00,1107.19,Random,349.53,0.59,1043.05
17,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,1107.19,0.00,1107.19,Random,916.13,0.11,1045.94
17,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.94,1107.19,Random,74.19,0.82,1045.64
17,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.94,1111.03,Random,0.98,0.88,1049.00
17,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.94,1128.79,Random,0.98,0.88,1065.76
17,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.94,1141.79,Random,0.98,0.88,1078.02
17,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.94,1150.56,Random,0.98,0.88,1086.29
17,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,0.00,0.94,1177.25,Random,0.98,0.88,1111.47
17,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.94,1178.87,Random,0.98,0.88,1113.00
17,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.94,1166.91,Random,0.98,0.88,1101.71
17,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.94,1170.51,Random,0.98,0.88,1105.11
17,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.94,1170.61,Random,0.98,0.88,1105.21
17,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.94,1184.88,Random,0.98,0.88,1118.67
17,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.94,1204.86,Random,0.98,0.88,1137.51
17,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.94,1246.44,Random,0.98,0.88,1176.74
17,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.94,1237.87,Random,0.98,0.88,1168.65
18,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
18,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
18,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
18,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
18,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.87,1000.00,Random,951.33,0.04,1000.00
18,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,0.00,0.87,996.61,Random,951.33,0.04,999.84
18,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,0.00,0.87,988.99,Random,951.33,0.04,999.46
18,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,1037.44,0.00,1037.44,Random,959.78,0.04,1001.82
18,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,1037.44,0.00,1037.44,Random,997.31,0.00,1001.91
18,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,1037.44,0.00,1037.44,Random,1000.12,0.00,1001.88
18,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.86,1037.44,Random,139.85,0.71,1001.91
18,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.86,1040.25,Random,139.85,0.71,1004.25
18,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,1050.05,0.00,1050.05,Random,686.37,0.27,1012.39
18,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,1050.05,0.00,1050.05,Random,1006.79,0.00,1010.20
18,1000.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,1050.05,0.00,1050.05,Random,1006.79,0.00,1010.09
18,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,1050.05,0.00,1050.05,Random,1006.79,0.00,1010.10
18,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.89,1050.05,Random,161.53,0.72,1010.09
18,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.89,1053.69,Random,161.53,0.72,1013.03
18,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,0.00,0.89,1070.54,Random,161.53,0.72,1026.65
18,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,0.00,0.89,1082.87,Random,161.53,0.72,1036.61
18,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,0.00,0.89,1091.18,Random,161.53,0.72,1043.33
18,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,0.00,0.89,1116.49,Random,26.49,0.83,1063.78
18,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.89,1118.03,Random,17.64,0.83,1065.22
18,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.89,1106.68,Random,17.64,0.83,1054.58
18,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.89,1110.10,Random,17.64,0.83,1057.78
18,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.89,1110.20,Random,17.64,0.83,1057.87
18,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.89,1123.73,Random,5.53,0.84,1070.56
18,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.89,1142.67,Random,5.53,0.84,1088.51
18,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.89,1182.11,Random,5.53,0.84,1125.89
18,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.89,1173.98,Random,5.53,0.84,1118.19
19,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,0.00,0.96,1000.00,Random,750.15,0.24,1000.00
19,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.96,1040.69,Random,750.15,0.24,1010.17
19,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,0.00,0.96,1050.10,Random,750.15,0.24,1012.52
19,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,1059.03,0.00,1059.03,Random,994.73,0.02,1014.75
19,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,1059.03,0.00,1059.03,Random,994.73,0.02,1015.64
19,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,1059.03,0.00,1059.03,Random,1005.73,0.01,1015.57
19,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.49
19,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.54
19,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.54
19,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.53
19,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.55
19,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.56
19,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,1059.03,0.00,1059.03,Random,1014.57,0.00,1015.57
19,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,1059.03,0.00,1059.03,Random,1015.26,0.00,1015.56
19,1000.00,50,200,2017-04-13,1239.175737,1239.175737,Greedy,0.00,0.90,1059.03,Random,920.78,0.08,1015.55
19,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,1063.44,0.00,1063.44,Random,939.06,0.06,1015.94
19,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,1063.44,0.00,1063.44,Random,941.41,0.06,1015.77
19,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,1063.44,0.00,1063.44,Random,941.41,0.06,1016.02
19,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,1063.44,0.00,1063.44,Random,941.41,0.06,1017.22
19,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,1063.44,0.00,1063.44,Random,941.41,0.06,1018.09
19,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,1063.44,0.00,1063.44,Random,941.41,0.06,1018.68
19,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,1063.44,0.00,1063.44,Random,941.41,0.06,1020.47
19,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.85,1063.44,Random,152.93,0.69,1020.58
19,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.85,1052.65,Random,152.93,0.69,1011.77
19,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.85,1055.90,Random,152.93,0.69,1014.43
19,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.85,1055.99,Random,152.93,0.69,1014.50
19,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,0.00,0.85,1068.87,Random,128.07,0.71,1025.00
19,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,0.00,0.85,1086.88,Random,128.07,0.71,1040.12
19,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,0.00,0.85,1124.40,Random,128.07,0.71,1071.60
19,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,0.00,0.85,1116.67,Random,128.07,0.71,1065.12
20,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,1000.00,0.00,1000.00,Random,1000.00,0.00,1000.00
20,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.93,1000.00,Random,671.35,0.30,1000.00
20,1000.00,50,200,2017-04-01,1209.806421,1209.806421,Greedy,0.00,0.93,1009.04,Random,449.89,0.51,1002.97
20,1000.00,50,200,2017-04-02,1214.261807,1214.261807,Greedy,0.00,0.93,1017.62,Random,410.17,0.54,1007.67
20,1000.00,50,200,2017-04-03,1218.703569,1218.703569,Greedy,0.00,0.93,1062.87,Random,262.88,0.67,1034.24
20,1000.00,50,200,2017-04-04,1221.546472,1221.546472,Greedy,1059.27,0.00,1059.27,Random,574.99,0.40,1031.63
20,1000.00,50,200,2017-04-05,1224.788158,1224.788158,Greedy,1059.27,0.00,1059.27,Random,574.99,0.40,1028.14
20,1000.00,50,200,2017-04-06,1228.692078,1228.692078,Greedy,1059.27,0.00,1059.27,Random,574.99,0.40,1050.34
20,1000.00,50,200,2017-04-07,1230.423673,1230.423673,Greedy,1059.27,0.00,1059.27,Random,962.71,0.07,1051.30
20,1000.00,50,200,2017-04-08,1232.204848,1232.204848,Greedy,0.00,0.89,1059.27,Random,213.65,0.71,1050.69
20,1000.00,50,200,2017-04-09,1234.573890,1234.573890,Greedy,0.00,0.89,1081.83,Random,213.65,0.71,1068.52
20,1000.00,50,200,2017-04-10,1235.864358,1235.864358,Greedy,0.00,0.89,1084.76,Random,213.65,0.71,1070.84
20,1000.00,50,200,2017-04-11,1237.115767,1237.115767,Greedy,0.00,0.89,1094.98,Random,213.65,0.71,1078.91
20,1000.00,50,200,2017-04-12,1237.842165,1237.842165,Greedy,0.00,0.89,1087.60,Random,213.65,0.71,1073.08
20,1000.00,50,200,2017-04-13,1239.175738,1239.175738,Greedy,0.00,0.89,1053.65,Random,213.65,0.71,1046.25
20,1000.00,50,200,2017-04-14,1243.218587,1243.218587,Greedy,0.00,0.89,1058.03,Random,213.65,0.71,1049.72
20,1000.00,50,200,2017-04-15,1247.488486,1247.488486,Greedy,0.00,0.89,1055.58,Random,213.65,0.71,1047.78
20,1000.00,50,200,2017-04-16,1252.626138,1252.626138,Greedy,0.00,0.89,1059.24,Random,213.65,0.71,1050.67
20,1000.00,50,200,2017-04-17,1258.279400,1258.279400,Greedy,1076.17,0.00,1076.17,Random,310.69,0.63,1064.05
20,1000.00,50,200,2017-04-18,1263.238345,1263.238345,Greedy,1076.17,0.00,1076.17,Random,310.69,0.63,1072.73
20,1000.00,50,200,2017-04-19,1267.802580,1267.802580,Greedy,1076.17,0.00,1076.17,Random,310.69,0.63,1078.58
20,1000.00,50,200,2017-04-20,1272.342978,1272.342978,Greedy,1076.17,0.00,1076.17,Random,310.69,0.63,1096.39
20,1000.00,50,200,2017-04-21,1274.460475,1274.460475,Greedy,0.00,0.86,1076.17,Random,62.53,0.82,1097.47
20,1000.00,50,200,2017-04-22,1276.935543,1276.935543,Greedy,0.00,0.86,1065.25,Random,62.53,0.82,1086.97
20,1000.00,50,200,2017-04-23,1282.362300,1282.362300,Greedy,0.00,0.86,1068.54,Random,62.53,0.82,1090.13
20,1000.00,50,200,2017-04-24,1289.191260,1289.191260,Greedy,0.00,0.86,1068.63,Random,62.53,0.82,1090.22
20,1000.00,50,200,2017-04-25,1299.407825,1299.407825,Greedy,1081.66,0.00,1081.66,Random,909.81,0.15,1102.75
20,1000.00,50,200,2017-04-26,1311.362100,1311.362100,Greedy,1081.66,0.00,1081.66,Random,909.81,0.15,1106.00
20,1000.00,50,200,2017-04-27,1324.620650,1324.620650,Greedy,1081.66,0.00,1081.66,Random,909.81,0.15,1112.78
20,1000.00,50,200,2017-04-28,1320.051300,1320.051300,Greedy,1081.66,0.00,1081.66,Random,909.81,0.15,1111.38
21,1000.00,50,200,2017-03-30,1199.728493,1199.728493,Greedy,0.00,0.96,1000.00,Random,648.04,0.34,1000.00
21,1000.00,50,200,2017-03-31,1205.321648,1205.321648,Greedy,0.00,0.96,1040.69,Random,648.04,0.34,1014.32
